icd11Code,icd11Chapter,icd11Title,icd10Code,icd10Chapter,icd10Title
NC14.0,22,Injury of ulnar nerve at upper arm level,S44.0,XIX,Injury of ulnar nerve at upper arm level
NC14.1,22,Injury of median nerve at upper arm level,S44.1,XIX,Injury of median nerve at upper arm level
NC14.2,22,Injury of radial nerve at upper arm level,S44.2,XIX,Injury of radial nerve at upper arm level
NC14.3,22,Injury of axillary nerve,S44.3,XIX,Injury of axillary nerve
NC14.4,22,Injury of musculocutaneous nerve,S44.4,XIX,Injury of musculocutaneous nerve
NC14.5,22,Injury of cutaneous sensory nerve at shoulder or upper arm level,S44.5,XIX,Injury of cutaneous sensory nerve at shoulder and upper arm level
NC14.6,22,Injury of multiple nerves at shoulder or upper arm level,S44.7,XIX,Injury of multiple nerves at shoulder and upper arm level
NC14.Y,22,Injury of other specified nerves at shoulder or upper arm level,T11.3,XIX,"Injury of unspecified nerve of upper limb, level unspecified"
NC14.Z,22,Injury of unspecified nerve at shoulder or upper arm level,T11.3,XIX,"Injury of unspecified nerve of upper limb, level unspecified"
NC15,22,Injury of blood vessels at shoulder or upper arm level,T11.4,XIX,"Injury of unspecified blood vessel of upper limb, level unspecified"
NC15.0,22,Injury of axillary artery,S45.0,XIX,Injury of axillary artery
NC15.00,22,Laceration of axillary artery,S45.0,XIX,Injury of axillary artery
NC15.0Y,22,Other specified injury of axillary artery,S45.0,XIX,Injury of axillary artery
NC15.0Z,22,"Injury of axillary artery, unspecified",S45.0,XIX,Injury of axillary artery
NC15.1,22,Injury of brachial artery,S45.1,XIX,Injury of brachial artery
NC15.10,22,Laceration of brachial artery,S45.1,XIX,Injury of brachial artery
NC15.1Y,22,Other specified injury of brachial artery,S45.1,XIX,Injury of brachial artery
NC15.1Z,22,"Injury of brachial artery, unspecified",S45.1,XIX,Injury of brachial artery
NC15.2,22,Injury of axillary or brachial vein,S45.2,XIX,Injury of axillary or brachial vein
NC15.20,22,Laceration of axillary or brachial vein,S45.2,XIX,Injury of axillary or brachial vein
NC15.2Y,22,Other specified injury of axillary or brachial vein,S45.2,XIX,Injury of axillary or brachial vein
NC15.2Z,22,"Injury of axillary or brachial vein, unspecified",S45.2,XIX,Injury of axillary or brachial vein
NC15.3,22,Injury of superficial vein at shoulder or upper arm level,S45.3,XIX,Injury of superficial vein at shoulder and upper arm level
NC15.30,22,Laceration of superficial vein at shoulder or upper arm level,S45.3,XIX,Injury of superficial vein at shoulder and upper arm level
NC15.3Y,22,Other specified injury of superficial vein at shoulder or upper arm level,S45.3,XIX,Injury of superficial vein at shoulder and upper arm level
NC15.3Z,22,"Injury of superficial vein at shoulder or upper arm level, unspecified",S45.3,XIX,Injury of superficial vein at shoulder and upper arm level
NC15.4,22,Injury of multiple blood vessels at shoulder or upper arm level,S45.7,XIX,Injury of multiple blood vessels at shoulder and upper arm level
NC15.Y,22,Injury of other specified blood vessels at shoulder or upper arm level,T11.4,XIX,"Injury of unspecified blood vessel of upper limb, level unspecified"
NC15.Z,22,Injury of unspecified blood vessel at shoulder or upper arm level,T11.4,XIX,"Injury of unspecified blood vessel of upper limb, level unspecified"
NC16,22,"Injury of muscle, fascia, tendon or bursa at shoulder or upper arm level",T11.5,XIX,"Injury of unspecified muscle and tendon of upper limb, level unspecified"
NC16.0,22,Injury of muscle or tendon of the rotator cuff of shoulder,S46.0,XIX,Injury of muscle(s) and tendon(s) of the rotator cuff of shoulder
NC16.00,22,Strain or sprain of muscle or tendon of the rotator cuff of shoulder,S46.0,XIX,Injury of muscle(s) and tendon(s) of the rotator cuff of shoulder
NC16.01,22,Laceration of muscle or tendon of the rotator cuff of shoulder,S46.0,XIX,Injury of muscle(s) and tendon(s) of the rotator cuff of shoulder
NC16.0Y,22,Other specified injury of muscle or tendon of the rotator cuff of shoulder,S46.0,XIX,Injury of muscle(s) and tendon(s) of the rotator cuff of shoulder
NC16.0Z,22,"Injury of muscle or tendon of the rotator cuff of shoulder, unspecified",S46.0,XIX,Injury of muscle(s) and tendon(s) of the rotator cuff of shoulder
NC16.1,22,"Injury of muscle, fascia or tendon of long head of biceps",S46.1,XIX,Injury of muscle and tendon of long head of biceps
NC16.10,22,"Strain or sprain of muscle, fascia or tendon of long head of biceps",S46.1,XIX,Injury of muscle and tendon of long head of biceps
NC16.11,22,"Laceration of muscle, fascia or tendon of long head of biceps",S46.1,XIX,Injury of muscle and tendon of long head of biceps
NC16.1Y,22,"Other specified injury of muscle, fascia or tendon of long head of biceps",S46.1,XIX,Injury of muscle and tendon of long head of biceps
NC16.1Z,22,"Injury of muscle, fascia or tendon of long head of biceps, unspecified",S46.1,XIX,Injury of muscle and tendon of long head of biceps
NC16.2,22,"Injury of muscle, fascia or tendon of other parts of biceps",S46.2,XIX,Injury of muscle and tendon of other parts of biceps
NC16.20,22,"Strain or sprain of muscle, fascia or tendon of other parts of biceps",S46.2,XIX,Injury of muscle and tendon of other parts of biceps
NC16.21,22,"Laceration of muscle, fascia or tendon of other parts of biceps",S46.2,XIX,Injury of muscle and tendon of other parts of biceps
NC16.2Y,22,"Other specified injury of muscle, fascia or tendon of other parts of biceps",S46.2,XIX,Injury of muscle and tendon of other parts of biceps
NC16.2Z,22,"Injury of muscle, fascia or tendon of other parts of biceps, unspecified",S46.2,XIX,Injury of muscle and tendon of other parts of biceps
NC16.3,22,"Injury of muscle, fascia or tendon of triceps",S46.3,XIX,Injury of muscle and tendon of triceps
NC16.30,22,"Strain or sprain of muscle, fascia or tendon of triceps",S46.3,XIX,Injury of muscle and tendon of triceps
NC16.31,22,"Laceration of muscle, fascia or tendon of triceps",S46.3,XIX,Injury of muscle and tendon of triceps
NC16.3Y,22,"Other specified injury of muscle, fascia or tendon of triceps",S46.3,XIX,Injury of muscle and tendon of triceps
NC16.3Z,22,"Injury of muscle, fascia or tendon of triceps, unspecified",S46.3,XIX,Injury of muscle and tendon of triceps
NC16.4,22,Injury of multiple muscles or tendons at shoulder or upper arm level,S46.7,XIX,Injury of multiple muscles and tendons at shoulder and upper arm level
NC16.40,22,Strain or sprain of multiple muscles or tendons at shoulder or upper arm level,S46.7,XIX,Injury of multiple muscles and tendons at shoulder and upper arm level
NC16.41,22,Laceration of multiple muscles or tendons at shoulder or upper arm level,S46.7,XIX,Injury of multiple muscles and tendons at shoulder and upper arm level
NC16.4Y,22,Other specified injury of multiple muscles or tendons at shoulder or upper arm level,S46.7,XIX,Injury of multiple muscles and tendons at shoulder and upper arm level
NC16.4Z,22,"Injury of multiple muscles or tendons at shoulder or upper arm level, unspecified",S46.7,XIX,Injury of multiple muscles and tendons at shoulder and upper arm level
NC16.5,22,Injury of bursa of shoulder,T11.5,XIX,"Injury of unspecified muscle and tendon of upper limb, level unspecified"
NC16.Y,22,"Injury of other specified muscle, fascia, tendon or bursa at shoulder or upper arm level",T11.5,XIX,"Injury of unspecified muscle and tendon of upper limb, level unspecified"
NC16.Z,22,"Injury of unspecified muscle, fascia or tendon at shoulder or upper arm level",T11.5,XIX,"Injury of unspecified muscle and tendon of upper limb, level unspecified"
NC17,22,Crushing injury of shoulder or upper arm,S47,XIX,Crushing injury of shoulder and upper arm
NC18,22,Traumatic amputation of shoulder or upper arm,S48,XIX,Traumatic amputation of shoulder and upper arm
NC18.0,22,Traumatic amputation at right shoulder joint,S48.0,XIX,Traumatic amputation at shoulder joint
NC18.1,22,Traumatic amputation at left shoulder joint,S48,XIX,Traumatic amputation of shoulder and upper arm
NC18.2,22,"Traumatic amputation at shoulder joint, bilateral",S48,XIX,Traumatic amputation of shoulder and upper arm
NC18.3,22,Traumatic amputation at level between right shoulder and elbow,S48.1,XIX,Traumatic amputation at level between shoulder and elbow
NC18.4,22,Traumatic amputation at level between left shoulder and elbow,S48,XIX,Traumatic amputation of shoulder and upper arm
NC18.5,22,"Traumatic amputation at level between shoulder and elbow, bilateral",S48,XIX,Traumatic amputation of shoulder and upper arm
NC18.Z,22,"Traumatic amputation of shoulder or upper arm, unspecified",S48,XIX,Traumatic amputation of shoulder and upper arm
NC19,22,Multiple injuries of shoulder or upper arm,S49.7,XIX,Multiple injuries of shoulder and upper arm
NC1Y,22,Other specified injuries to the shoulder or upper arm,S40-S49,XIX,Injuries to the shoulder and upper arm
NC1Z,22,"Injuries to the shoulder or upper arm, unspecified",S40-S49,XIX,Injuries to the shoulder and upper arm
NC30,22,Superficial injury of forearm,S50,XIX,Superficial injury of forearm
NC30.0,22,Abrasion of elbow,S50,XIX,Superficial injury of forearm
NC30.1,22,Contusion of elbow,S50.0,XIX,Contusion of elbow
NC30.2,22,Abrasion of other or unspecified parts of forearm,S50,XIX,Superficial injury of forearm
NC30.3,22,Contusion of other or unspecified parts of forearm,S50.1,XIX,Contusion of other and unspecified parts of forearm
NC30.4,22,Multiple superficial injuries of forearm,S50.7,XIX,Multiple superficial injuries of forearm
NC30.Y,22,Other specified superficial injury of forearm,S50.8,XIX,Other superficial injuries of forearm
NC30.Z,22,"Superficial injury of forearm, unspecified",S50,XIX,Superficial injury of forearm
NC31,22,Open wound of forearm,S51,XIX,Open wound of forearm
NC31.0,22,Laceration without foreign body of forearm,S51,XIX,Open wound of forearm
NC31.1,22,Laceration with foreign body of forearm,S51,XIX,Open wound of forearm
NC31.2,22,Puncture wound without foreign body of forearm,S51,XIX,Open wound of forearm
NC31.3,22,Puncture wound with foreign body of forearm,S51,XIX,Open wound of forearm
NC31.4,22,Open bite of forearm,S51,XIX,Open wound of forearm
NC31.5,22,Multiple open wounds of forearm,S51.7,XIX,Multiple open wounds of forearm
NC31.Y,22,Other specified open wound of forearm,S51.8,XIX,Open wound of other parts of forearm
NC31.Z,22,"Open wound of forearm, unspecified",S51,XIX,Open wound of forearm
NC32,22,Fracture of forearm,S52,XIX,Fracture of forearm
NC32.0,22,Fracture of upper end of ulna,S52.0,XIX,Fracture of upper end of ulna
NC32.1,22,Fracture of upper end of radius,S52.1,XIX,Fracture of upper end of radius
NC32.2,22,Fracture of shaft of ulna,S52.2,XIX,Fracture of shaft of ulna
NC32.3,22,Fracture of shaft of radius,S52.3,XIX,Fracture of shaft of radius
NC32.4,22,Fracture of shafts of both ulna and radius,S52.4,XIX,Fracture of shafts of both ulna and radius
NC32.5,22,Fracture of lower end of radius,S52.5,XIX,Fracture of lower end of radius
NC32.50,22,"Fracture of lower end of radius, dorsal tilt",S52.5,XIX,Fracture of lower end of radius
NC32.51,22,"Fracture of lower end of radius, volar tilt",S52.5,XIX,Fracture of lower end of radius
NC32.5Y,22,Other specified fracture of lower end of radius,S52.5,XIX,Fracture of lower end of radius
NC32.5Z,22,"Fracture of lower end of radius, unspecified",S52.5,XIX,Fracture of lower end of radius
NC32.6,22,Fracture of lower end of both ulna and radius,S52.6,XIX,Fracture of lower end of both ulna and radius
NC32.7,22,Multiple fractures of forearm,S52.7,XIX,Multiple fractures of forearm
NC32.Y,22,Fracture of other specified parts of forearm,S52.8,XIX,Fracture of other parts of forearm
NC32.Z,22,"Fracture of forearm, unspecified",S52,XIX,Fracture of forearm
NC33,22,Dislocation or strain or sprain of joints or ligaments of elbow,S53,XIX,"Dislocation, sprain and strain of joints and ligaments of elbow"
NC33.0,22,Dislocation of radial head,S53.0,XIX,Dislocation of radial head
NC33.1,22,Dislocation of elbow,S53.1,XIX,"Dislocation of elbow, unspecified"
NC33.2,22,Traumatic rupture of radial collateral ligament,S53.2,XIX,Traumatic rupture of radial collateral ligament
NC33.3,22,Traumatic rupture of ulnar collateral ligament,S53.3,XIX,Traumatic rupture of ulnar collateral ligament
NC33.4,22,Strain or sprain of elbow,S53.4,XIX,Sprain and strain of elbow
NC33.Y,22,Dislocation or sprain of other specified joints or ligaments of elbow,S53,XIX,"Dislocation, sprain and strain of joints and ligaments of elbow"
NC33.Z,22,"Dislocation or strain or sprain of joints or ligaments of elbow, unspecified",S53,XIX,"Dislocation, sprain and strain of joints and ligaments of elbow"
NC34,22,Injury of nerves at forearm level,T92.4,XIX,Sequelae of injury of nerve of upper limb
NC34.0,22,Injury of ulnar nerve at forearm level,S54.0,XIX,Injury of ulnar nerve at forearm level
NC34.1,22,Injury of median nerve at forearm level,S54.1,XIX,Injury of median nerve at forearm level
NC34.2,22,Injury of radial nerve at forearm level,S54.2,XIX,Injury of radial nerve at forearm level
NC34.3,22,Injury of cutaneous sensory nerve at forearm level,S54.3,XIX,Injury of cutaneous sensory nerve at forearm level
NC34.4,22,Injury of multiple nerves at forearm level,S54.7,XIX,Injury of multiple nerves at forearm level
NC34.Y,22,Injury of other specified nerves at forearm level,T92.4,XIX,Sequelae of injury of nerve of upper limb
NC34.Z,22,Injury of unspecified nerve at forearm level,T92.4,XIX,Sequelae of injury of nerve of upper limb
NC35,22,Injury of blood vessels at forearm level,S50-S59,XIX,Injuries to the elbow and forearm
NC35.0,22,Injury of ulnar artery at forearm level,S55.0,XIX,Injury of ulnar artery at forearm level
NC35.00,22,Laceration of ulnar artery at forearm level,S55.0,XIX,Injury of ulnar artery at forearm level
NC35.0Y,22,Other specified injury of ulnar artery at forearm level,S55.0,XIX,Injury of ulnar artery at forearm level
NC35.0Z,22,"Injury of ulnar artery at forearm level, unspecified",S55.0,XIX,Injury of ulnar artery at forearm level
NC35.1,22,Injury of radial artery at forearm level,S55.1,XIX,Injury of radial artery at forearm level
NC35.10,22,Laceration of radial artery at forearm level,S55.1,XIX,Injury of radial artery at forearm level
NC35.1Y,22,Other specified injury of radial artery at forearm level,S55.1,XIX,Injury of radial artery at forearm level
NC35.1Z,22,"Injury of radial artery at forearm level, unspecified",S55.1,XIX,Injury of radial artery at forearm level
NC35.2,22,Injury of vein at forearm level,S55.2,XIX,Injury of vein at forearm level
NC35.20,22,Laceration of vein at forearm level,S55.2,XIX,Injury of vein at forearm level
NC35.2Y,22,Other specified injury of vein at forearm level,S55.2,XIX,Injury of vein at forearm level
NC35.2Z,22,"Injury of vein at forearm level, unspecified",S55.2,XIX,Injury of vein at forearm level
NC35.3,22,Injury of multiple blood vessels at forearm level,S55.7,XIX,Injury of multiple blood vessels at forearm level
NC35.Y,22,Injury of other specified blood vessels at forearm level,S50-S59,XIX,Injuries to the elbow and forearm
NC35.Z,22,Injury of unspecified blood vessel at forearm level,S50-S59,XIX,Injuries to the elbow and forearm
NC36,22,"Injury of muscle, fascia, tendon or bursa at forearm level",S56,XIX,Injury of muscle and tendon at forearm level
NC36.0,22,"Injury of flexor muscle, fascia or tendon of thumb at forearm level",S56.0,XIX,Injury of flexor muscle and tendon of thumb at forearm level
NC36.00,22,"Strain or sprain of flexor muscle, fascia or tendon of thumb at forearm level",S56.0,XIX,Injury of flexor muscle and tendon of thumb at forearm level
NC36.01,22,"Laceration of flexor muscle, fascia or tendon of thumb at forearm level",S56.0,XIX,Injury of flexor muscle and tendon of thumb at forearm level
NC36.0Y,22,"Other specified injury of flexor muscle, fascia or tendon of thumb at forearm level",S56.0,XIX,Injury of flexor muscle and tendon of thumb at forearm level
NC36.0Z,22,"Injury of flexor muscle, fascia or tendon of thumb at forearm level, unspecified",S56.0,XIX,Injury of flexor muscle and tendon of thumb at forearm level
NC36.1,22,"Injury of long flexor muscle, fascia or tendon of other finger at forearm level",S56.1,XIX,Injury of long flexor muscle and tendon of other finger(s) at forearm level
NC36.10,22,"Strain or sprain of long flexor muscle, fascia or tendon of other finger at forearm level",S56.1,XIX,Injury of long flexor muscle and tendon of other finger(s) at forearm level
NC36.11,22,"Laceration of long flexor muscle, fascia or tendon of other finger at forearm level",S56.1,XIX,Injury of long flexor muscle and tendon of other finger(s) at forearm level
