icd10Code,icd10ClassKind,icd10Chapter,icd10Title,icd11Code,icd11ClassKind,icd11Chapter,icd11Title
V59.6,category,XX,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident,PA06&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V59.8,category,XX,Occupant [any] of pick-up truck or van injured in other specified transport accidents,PA06&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V59.9,category,XX,Occupant [any] of pick-up truck or van injured in unspecified traffic accident,PA06&XE165,category,23,"Unintentional land transport traffic event injuring an occupant of a light goods vehicle [Pick-up truck, goods or work van, ambulance, motor home as mode of transport of person injured in transport related event]"
V60-V69,block,XX,Occupant of heavy transport vehicle injured in transport accident,PA07,category,23,Unintentional land transport traffic event injuring an occupant of a heavy goods vehicle
V60,category,XX,Occupant of heavy transport vehicle injured in collision with pedestrian or animal,PA07&XE6K0,category,23,Unintentional land transport traffic event injuring an occupant of a heavy goods vehicle [Pedestrian as counterpart in land transport crash]
V60.0,modifiedcategory,XX,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : driver injured in nontraffic accident,PA17&XE6K0&XE8TM&XE42A,category,23,Unintentional land transport nontraffic event injuring an occupant of a heavy goods vehicle [Pedestrian as counterpart in land transport crash] [Exposure to land transport off-road injury event] [Vehicle driver injured in transport related event]
V60.1,modifiedcategory,XX,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : passenger injured in nontraffic accident,PA17&XE6K0&XE8TM&XE1LZ,category,23,Unintentional land transport nontraffic event injuring an occupant of a heavy goods vehicle [Pedestrian as counterpart in land transport crash] [Exposure to land transport off-road injury event] [Vehicle passenger injured in transport related event]
V60.2,modifiedcategory,XX,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : person on outside of vehicle injured in nontraffic accident,PA17&XE6K0&XE8TM&XE166,category,23,Unintentional land transport nontraffic event injuring an occupant of a heavy goods vehicle [Pedestrian as counterpart in land transport crash] [Exposure to land transport off-road injury event] [Person on outside of vehicle or in load space injured in transport related event]
V60.3,modifiedcategory,XX,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : unspecified occupant of heavy transport vehicle injured in nontraffic accident,PA17&XE6K0&XE8TM,category,23,Unintentional land transport nontraffic event injuring an occupant of a heavy goods vehicle [Pedestrian as counterpart in land transport crash] [Exposure to land transport off-road injury event]
V60.4,modifiedcategory,XX,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : person injured while boarding or alighting,PA07&XE6K0&XE9EE&XE9Y1,category,23,Unintentional land transport traffic event injuring an occupant of a heavy goods vehicle [Pedestrian as counterpart in land transport crash] [Exposure to land transport on-road injury event] [Person boarding or alighting a vehicle injured in transport related event]
V60.5,modifiedcategory,XX,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : driver injured in traffic accident,PA07&XE6K0&XE9EE&XE42A,category,23,Unintentional land transport traffic event injuring an occupant of a heavy goods vehicle [Pedestrian as counterpart in land transport crash] [Exposure to land transport on-road injury event] [Vehicle driver injured in transport related event]
V60.6,modifiedcategory,XX,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : passenger injured in traffic accident,PA07&XE6K0&XE9EE&XE1LZ,category,23,Unintentional land transport traffic event injuring an occupant of a heavy goods vehicle [Pedestrian as counterpart in land transport crash] [Exposure to land transport on-road injury event] [Vehicle passenger injured in transport related event]
V60.7,modifiedcategory,XX,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : person on outside of vehicle injured in traffic accident,PA07&XE6K0&XE9EE&XE166,category,23,Unintentional land transport traffic event injuring an occupant of a heavy goods vehicle [Pedestrian as counterpart in land transport crash] [Exposure to land transport on-road injury event] [Person on outside of vehicle or in load space injured in transport related event]
V60.9,modifiedcategory,XX,Occupant of heavy transport vehicle injured in collision with pedestrian or animal : unspecified occupant of heavy transport vehicle injured in traffic accident,PA07&XE6K0&XE9EE,category,23,Unintentional land transport traffic event injuring an occupant of a heavy goods vehicle [Pedestrian as counterpart in land transport crash] [Exposure to land transport on-road injury event]
V61,category,XX,Occupant of heavy transport vehicle injured in collision with pedal cycle,PA07&XE7ZZ,category,23,Unintentional land transport traffic event injuring an occupant of a heavy goods vehicle [Pedal cycle as counterpart in land transport crash]
V61.0,modifiedcategory,XX,Occupant of heavy transport vehicle injured in collision with pedal cycle : driver injured in nontraffic accident,PA17&XE7ZZ&XE8TM&XE42A,category,23,Unintentional land transport nontraffic event injuring an occupant of a heavy goods vehicle [Pedal cycle as counterpart in land transport crash] [Exposure to land transport off-road injury event] [Vehicle driver injured in transport related event]
V61.1,modifiedcategory,XX,Occupant of heavy transport vehicle injured in collision with pedal cycle : passenger injured in nontraffic accident,PA17&XE7ZZ&XE8TM&XE1LZ,category,23,Unintentional land transport nontraffic event injuring an occupant of a heavy goods vehicle [Pedal cycle as counterpart in land transport crash] [Exposure to land transport off-road injury event] [Vehicle passenger injured in transport related event]
