icd10Code,icd10ClassKind,icd10Chapter,icd10Title,icd11Code,icd11ClassKind,icd11Chapter,icd11Title
O73.1,category,XV,"Retained portions of placenta and membranes, without haemorrhage",JB0B.1,category,18,"Retained portions of placenta or membranes, without haemorrhage"
O74,category,XV,Complications of anaesthesia during labour and delivery,JB0C.Z,category,18,"Complications of anaesthesia during labour or delivery, unspecified"
O74.0,category,XV,Aspiration pneumonitis due to anaesthesia during labour and delivery,JB0C.0,category,18,Aspiration pneumonitis due to anaesthesia during labour or delivery
O74.1,category,XV,Other pulmonary complications of anaesthesia during labour and delivery,JB0C.1,category,18,Other pulmonary complications of anaesthesia during labour or delivery
O74.2,category,XV,Cardiac complications of anaesthesia during labour and delivery,JB0C.2,category,18,Cardiac complications of anaesthesia during labour or delivery
O74.3,category,XV,Central nervous system complications of anaesthesia during labour and delivery,JB0C.3,category,18,Central nervous system complications of anaesthesia during labour or delivery
O74.4,category,XV,Toxic reaction to local anaesthesia during labour and delivery,JB0C.4,category,18,Toxic reaction to local anaesthesia during labour or delivery
O74.5,category,XV,Spinal and epidural anaesthesia-induced headache during labour and delivery,JB0C.5,category,18,Spinal or epidural anaesthesia-induced headache during labour or delivery
O74.6,category,XV,Other complications of spinal and epidural anaesthesia during labour and delivery,JB0C.6,category,18,Other complications of spinal or epidural anaesthesia during labour or delivery
O74.7,category,XV,Failed or difficult intubation during labour and delivery,JB0C.7Z,category,18,"Failed or difficult intubation during labour or delivery, unspecified"
O74.8,category,XV,Other complications of anaesthesia during labour and delivery,JB0C.Z,category,18,"Complications of anaesthesia during labour or delivery, unspecified"
O74.9,category,XV,"Complication of anaesthesia during labour and delivery, unspecified",JB0C.Z,category,18,"Complications of anaesthesia during labour or delivery, unspecified"
O75,category,XV,"Other complications of labour and delivery, not elsewhere classified",JB0D.Y,category,18,"Other specified complications of labour or delivery, not elsewhere classified"
O75.0,category,XV,Maternal distress during labour and delivery,JB0D.0,category,18,Maternal distress during labour or delivery
O75.1,category,XV,Shock during or following labour and delivery,JB0D.1,category,18,Shock during or following labour or delivery
O75.2,category,XV,"Pyrexia during labour, not elsewhere classified",JB0D.2,category,18,"Pyrexia during labour, not elsewhere classified"
O75.3,category,XV,Other infection during labour,JB0D.Y,category,18,"Other specified complications of labour or delivery, not elsewhere classified"
O75.4,category,XV,Other complications of obstetric surgery and procedures,JB0D.3,category,18,Other complications of obstetric surgery or procedures
O75.5,category,XV,Delayed delivery after artificial rupture of membranes,JB0D.4,category,18,Delayed delivery after artificial rupture of membranes
O75.6,category,XV,Delayed delivery after spontaneous or unspecified rupture of membranes,JB0D.5,category,18,Delayed delivery after spontaneous or unspecified rupture of membranes
O75.7,category,XV,Vaginal delivery following previous caesarean section,JB0D.6,category,18,Vaginal delivery following previous caesarean section
O75.8,category,XV,Other specified complications of labour and delivery,JB0D.Y,category,18,"Other specified complications of labour or delivery, not elsewhere classified"
O75.9,category,XV,"Complication of labour and delivery, unspecified",JB0D.Y,category,18,"Other specified complications of labour or delivery, not elsewhere classified"
O80-O84,block,XV,Delivery,JB2Z,category,18,"Delivery, unspecified"
O80,category,XV,Single spontaneous delivery,JB20.Z,category,18,"Single spontaneous delivery, unspecified"
O80.0,category,XV,Spontaneous vertex delivery,JB20.0,category,18,Single spontaneous vertex delivery
O80.1,category,XV,Spontaneous breech delivery,JB20.1,category,18,Single spontaneous breech delivery
O80.8,category,XV,Other single spontaneous delivery,JB20.Z,category,18,"Single spontaneous delivery, unspecified"
O80.9,category,XV,"Single spontaneous delivery, unspecified",JB20.Z,category,18,"Single spontaneous delivery, unspecified"
O81,category,XV,Single delivery by forceps and vacuum extractor,JB21,category,18,Single delivery by forceps or vacuum extractor
O81.0,category,XV,Low forceps delivery,JB21,category,18,Single delivery by forceps or vacuum extractor
O81.1,category,XV,Mid-cavity forceps delivery,JB21,category,18,Single delivery by forceps or vacuum extractor
O81.2,category,XV,Mid-cavity forceps with rotation,JB21,category,18,Single delivery by forceps or vacuum extractor
O81.3,category,XV,Other and unspecified forceps delivery,JB21,category,18,Single delivery by forceps or vacuum extractor
O81.4,category,XV,Vacuum extractor delivery,JB21,category,18,Single delivery by forceps or vacuum extractor
O81.5,category,XV,Delivery by combination of forceps and vacuum extractor,JB21,category,18,Single delivery by forceps or vacuum extractor
O82,category,XV,Single delivery by caesarean section,JB22.Z,category,18,"Single delivery by caesarean section, unspecified"
O82.0,category,XV,Delivery by elective caesarean section,JB22.0,category,18,Delivery by elective caesarean section
O82.1,category,XV,Delivery by emergency caesarean section,JB22.1,category,18,Delivery by emergency caesarean section
O82.2,category,XV,Delivery by caesarean hysterectomy,JB22.2,category,18,Single delivery by caesarean hysterectomy
O82.8,category,XV,Other single delivery by caesarean section,JB22.Z,category,18,"Single delivery by caesarean section, unspecified"
O82.9,category,XV,"Delivery by caesarean section, unspecified",JB22.Z,category,18,"Single delivery by caesarean section, unspecified"
O83,category,XV,Other assisted single delivery,JB23.Z,category,18,"Other assisted single delivery, unspecified"
O83.0,category,XV,Breech extraction,JB23.0,category,18,Breech extraction
O83.1,category,XV,Other assisted breech delivery,JB23.1,category,18,Other assisted breech delivery
O83.2,category,XV,Other manipulation-assisted delivery,JB23.2,category,18,Other manipulation-assisted delivery
O83.3,category,XV,Delivery of viable fetus in abdominal pregnancy,JB23.3,category,18,Delivery of viable fetus in abdominal pregnancy
O83.4,category,XV,Destructive operation for delivery,JB23.4,category,18,Destructive operation for delivery
O83.8,category,XV,Other specified assisted single delivery,JB23.Z,category,18,"Other assisted single delivery, unspecified"
O83.9,category,XV,"Assisted single delivery, unspecified",JB23.Z,category,18,"Other assisted single delivery, unspecified"
O84,category,XV,Multiple delivery,JB24.Z,category,18,"Multiple delivery, unspecified"
O84.0,category,XV,"Multiple delivery, all spontaneous",JB24.0,category,18,"Multiple delivery, all spontaneous"
O84.1,category,XV,"Multiple delivery, all by forceps and vacuum extractor",JB24.1,category,18,"Multiple delivery, all by forceps or vacuum extractor"
O84.2,category,XV,"Multiple delivery, all by caesarean section",JB24.2,category,18,"Multiple delivery, all by caesarean section"
O84.8,category,XV,Other multiple delivery,JB24.Z,category,18,"Multiple delivery, unspecified"
O84.9,category,XV,"Multiple delivery, unspecified",JB24.Z,category,18,"Multiple delivery, unspecified"
O85-O92,block,XV,Complications predominantly related to the puerperium,JB4Z,category,18,"Complications predominantly related to the puerperium, unspecified"
O85,category,XV,Puerperal sepsis,JB40.0,category,18,Puerperal sepsis
O86,category,XV,Other puerperal infections,JB40.Z,category,18,"Infections in the puerperium, unspecified"
O86.0,category,XV,Infection of obstetric surgical wound,JB40.1,category,18,Infection of obstetric surgical wound
O86.1,category,XV,Other infection of genital tract following delivery,JB40.2,category,18,Other infection of genital tract following delivery
O86.2,category,XV,Urinary tract infection following delivery,JB40.3,category,18,Urinary tract infection following delivery
O86.3,category,XV,Other genitourinary tract infections following delivery,JB40.Y,category,18,Other specified infections in the puerperium
O86.4,category,XV,Pyrexia of unknown origin following delivery,JB40.4,category,18,Pyrexia of unknown origin following delivery
O86.8,category,XV,Other specified puerperal infections,JB40.Z,category,18,"Infections in the puerperium, unspecified"
O87,category,XV,Venous complications and haemorrhoids in the puerperium,JB41.Z,category,18,"Venous complications in the puerperium, unspecified"
O87.0,category,XV,Superficial thrombophlebitis in the puerperium,JB41.0,category,18,Superficial thrombophlebitis in the puerperium
O87.1,category,XV,Deep phlebothrombosis in the puerperium,JB41.1,category,18,Deep phlebothrombosis in the puerperium
O87.2,category,XV,Haemorrhoids in the puerperium,JB41.2,category,18,Haemorrhoids in the puerperium
O87.3,category,XV,Cerebral venous thrombosis in the puerperium,JB41.3,category,18,Cerebral venous thrombosis in the puerperium
O87.8,category,XV,Other venous complications in the puerperium,JB41.Z,category,18,"Venous complications in the puerperium, unspecified"
O87.9,category,XV,"Venous complication in the puerperium, unspecified",JB41.Z,category,18,"Venous complications in the puerperium, unspecified"
O88,category,XV,Obstetric embolism,JB42.Z,category,18,"Obstetric embolism, unspecified"
O88.0,category,XV,Obstetric air embolism,JB42.0,category,18,Obstetric air embolism
O88.1,category,XV,Amniotic fluid embolism,JB42.1,category,18,Amniotic fluid embolism
O88.2,category,XV,Obstetric blood-clot embolism,JB42.2,category,18,Obstetric blood-clot embolism
O88.3,category,XV,Obstetric pyaemic and septic embolism,JB42.3,category,18,Obstetric pyaemic or septic embolism
O88.8,category,XV,Other obstetric embolism,JB42.Z,category,18,"Obstetric embolism, unspecified"
O89,category,XV,Complications of anaesthesia during the puerperium,JB43.Z,category,18,"Complications of anaesthesia during the puerperium, unspecified"
O89.0,category,XV,Pulmonary complications of anaesthesia during the puerperium,JB43.0,category,18,Pulmonary complications of anaesthesia during the puerperium
O89.1,category,XV,Cardiac complications of anaesthesia during the puerperium,JB43.1,category,18,Cardiac complications of anaesthesia during the puerperium
O89.2,category,XV,Central nervous system complications of anaesthesia during the puerperium,JB43.2,category,18,Central nervous system complications of anaesthesia during the puerperium
O89.3,category,XV,Toxic reaction to local anaesthesia during the puerperium,JB43.Y,category,18,Other specified complications of anaesthesia during the puerperium
O89.4,category,XV,Spinal and epidural anaesthesia-induced headache during the puerperium,JB43.3,category,18,Spinal or epidural anaesthesia-induced headache during the puerperium
O89.5,category,XV,Other complications of spinal and epidural anaesthesia during the puerperium,JB43.4,category,18,Other complications of spinal or epidural anaesthesia during the puerperium
O89.6,category,XV,Failed or difficult intubation during the puerperium,JB43.5Z,category,18,"Failed or difficult intubation during the puerperium, unspecified"
O89.8,category,XV,Other complications of anaesthesia during the puerperium,JB43.Z,category,18,"Complications of anaesthesia during the puerperium, unspecified"
O89.9,category,XV,"Complication of anaesthesia during the puerperium, unspecified",JB43.Z,category,18,"Complications of anaesthesia during the puerperium, unspecified"
O90,category,XV,"Complications of the puerperium, not elsewhere classified",JB44.Z,category,18,"Complications of the puerperium, unspecified"
O90.0,category,XV,Disruption of caesarean section wound,JB44.0,category,18,Disruption of caesarean section wound
O90.1,category,XV,Disruption of perineal obstetric wound,JB44.1,category,18,Disruption of perineal obstetric wound
O90.2,category,XV,Haematoma of obstetric wound,JB44.2,category,18,Haematoma of obstetric wound
O90.3,category,XV,Cardiomyopathy in the puerperium,JB44.3,category,18,Cardiomyopathy in the puerperium
O90.4,category,XV,Postpartum acute renal failure,JB44.4,category,18,Postpartum acute renal failure
O90.5,category,XV,Postpartum thyroiditis,JB44.5,category,18,Postpartum thyroiditis
O90.8,category,XV,"Other complications of the puerperium, not elsewhere classified",JB44.Z,category,18,"Complications of the puerperium, unspecified"
O90.9,category,XV,"Complication of the puerperium, unspecified",JB44.Z,category,18,"Complications of the puerperium, unspecified"
O91,category,XV,Infections of breast associated with childbirth,JB45.Z,category,18,"Infections of breast associated with childbirth, unspecified"
O91.0,category,XV,Infection of nipple associated with childbirth,JB45.Y,category,18,Other specified infections of breast associated with childbirth
O91.1,category,XV,Abscess of breast associated with childbirth,JB45.0,category,18,Abscess of breast associated with childbirth
O91.2,category,XV,Nonpurulent mastitis associated with childbirth,JB45.1,category,18,Nonpurulent mastitis associated with childbirth
O92,category,XV,Other disorders of breast and lactation associated with childbirth,JB46.2,category,18,Other or unspecified disorders of breast associated with childbirth
O92.0,category,XV,Retracted nipple associated with childbirth,JB46.0,category,18,Retracted nipple associated with childbirth
O92.1,category,XV,Cracked nipple associated with childbirth,JB46.1,category,18,Cracked nipple associated with childbirth
O92.2,category,XV,Other and unspecified disorders of breast associated with childbirth,JB46.2,category,18,Other or unspecified disorders of breast associated with childbirth
O92.3,category,XV,Agalactia,JB46.3,category,18,Agalactia
O92.4,category,XV,Hypogalactia,JB46.4,category,18,Hypogalactia
O92.5,category,XV,Suppressed lactation,JB46.5,category,18,Suppressed lactation
O92.6,category,XV,Galactorrhoea,JB46.6,category,18,Galactorrhoea
O92.7,category,XV,Other and unspecified disorders of lactation,JB46.7,category,18,Other or unspecified disorders of lactation
O94-O99,block,XV,"Other obstetric conditions, not elsewhere classified",JB6Z,category,18,Unspecified obstetric condition
O94,category,XV,"Sequelae of complication of pregnancy, childbirth and the puerperium",JA6Z,category,18,"Maternal disorders predominantly related to pregnancy, unspecified"
O94,category,XV,"Sequelae of complication of pregnancy, childbirth and the puerperium",JB0Z,category,18,"Complications of labour or delivery, unspecified"
O94,category,XV,"Sequelae of complication of pregnancy, childbirth and the puerperium",JB4Z,category,18,"Complications predominantly related to the puerperium, unspecified"
O95,category,XV,Obstetric death of unspecified cause,JB60,category,18,Obstetric death of unspecified cause
O96,category,XV,Death from any obstetric cause occurring more than 42 days but less than one year after delivery,JB61.Z,category,18,"Death from obstetric cause occurring more than 42 days but less than one year after delivery, unspecified whether direct or indirect"
O96.0,category,XV,Death from direct obstetric cause occurring more than 42 days but less than one year after delivery,JB61.0,category,18,Death from direct obstetric cause occurring more than 42 days but less than one year after delivery
O96.1,category,XV,Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery,JB61.1,category,18,Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery
O96.9,category,XV,Death from unspecified obstetric cause occurring more than 42 days but less than one year after delivery,JB61.Z,category,18,"Death from obstetric cause occurring more than 42 days but less than one year after delivery, unspecified whether direct or indirect"
O97,category,XV,Death from sequelae of obstetric causes,JB62.Z,category,18,"Death from sequelae of obstetric causes, unspecified"
O97.0,category,XV,Death from sequelae of direct obstetric cause,JB62.0,category,18,Death from sequelae of direct obstetric cause
O97.1,category,XV,Death from sequelae of indirect obstetric cause,JB62.1,category,18,Death from sequelae of indirect obstetric cause
O97.9,category,XV,"Death from sequelae of obstetric cause, unspecified",JB62.Z,category,18,"Death from sequelae of obstetric causes, unspecified"
O98,category,XV,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",JB63.Z,category,18,"Maternal infectious diseases classifiable elsewhere but complicating pregnancy, childbirth or the puerperium, unspecified"
O98.0,category,XV,"Tuberculosis complicating pregnancy, childbirth and the puerperium",JB63.0Z,category,18,"Tuberculosis complicating pregnancy, childbirth or the puerperium, unspecified"
O98.1,category,XV,"Syphilis complicating pregnancy, childbirth and the puerperium",JB63.1,category,18,"Syphilis complicating pregnancy, childbirth or the puerperium"
O98.2,category,XV,"Gonorrhoea complicating pregnancy, childbirth and the puerperium",JB63.2,category,18,"Gonorrhoea complicating pregnancy, childbirth or the puerperium"
O98.3,category,XV,"Other infections with a predominantly sexual mode of transmission complicating pregnancy, childbirth and the puerperium",JB63.3,category,18,"Other infections with a predominantly sexual mode of transmission complicating pregnancy, childbirth or the puerperium"
O98.4,category,XV,"Viral hepatitis complicating pregnancy, childbirth and the puerperium",JB63.4,category,18,"Viral hepatitis complicating pregnancy, childbirth or the puerperium"
O98.5,category,XV,"Other viral diseases complicating pregnancy, childbirth and the puerperium",JB63.5,category,18,"Other viral diseases complicating pregnancy, childbirth or the puerperium"
O98.6,category,XV,"Protozoal diseases complicating pregnancy, childbirth and the puerperium",JB63.6Z,category,18,"Protozoal diseases complicating pregnancy, childbirth or the puerperium, unspecified"
O98.7,category,XV,"Human immunodeficiency virus [HIV] disease complicating pregnancy, childbirth and the puerperium",JB63.7,category,18,"Human immunodeficiency disease complicating pregnancy, childbirth or the puerperium"
O98.8,category,XV,"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium",JB63.Z,category,18,"Maternal infectious diseases classifiable elsewhere but complicating pregnancy, childbirth or the puerperium, unspecified"
O98.9,category,XV,"Unspecified maternal infectious or parasitic disease complicating pregnancy, childbirth and the puerperium",JB63.Z,category,18,"Maternal infectious diseases classifiable elsewhere but complicating pregnancy, childbirth or the puerperium, unspecified"
O99,category,XV,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",JB64.Y,category,18,"Other specified maternal diseases classifiable elsewhere but complicating pregnancy, childbirth or the puerperium"
O99.0,category,XV,"Anaemia complicating pregnancy, childbirth and the puerperium",JB64.0,category,18,"Anaemia complicating pregnancy, childbirth or the puerperium"
O99.1,category,XV,"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium",JB64.1,category,18,"Other diseases of the blood or blood-forming organs or certain disorders involving the immune mechanism complicating pregnancy, childbirth or the puerperium"
O99.2,category,XV,"Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium",JB64.2,category,18,"Endocrine, nutritional or metabolic diseases complicating pregnancy, childbirth or the puerperium"
O99.3,category,XV,"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium",JB64.3,category,18,"Diseases of the nervous system complicating pregnancy, childbirth or the puerperium"
O99.4,category,XV,"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium",JB64.4,category,18,"Diseases of the circulatory system complicating pregnancy, childbirth or the puerperium"
O99.5,category,XV,"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium",JB64.5,category,18,"Diseases of the respiratory system complicating pregnancy, childbirth or the puerperium"
O99.6,category,XV,"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium",JB64.6,category,18,"Diseases of the digestive system complicating pregnancy, childbirth or the puerperium"
O99.7,category,XV,"Diseases of the skin and subcutaneous tissue complicating pregnancy, childbirth and the puerperium",JB64.7,category,18,"Diseases of the skin complicating pregnancy, childbirth or the puerperium"
O99.8,category,XV,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium",JB64.Y,category,18,"Other specified maternal diseases classifiable elsewhere but complicating pregnancy, childbirth or the puerperium"
XVI,chapter,XVI,Certain conditions originating in the perinatal period,KD5Z,category,19,"Conditions originating in the perinatal or neonatal period, unspecified"
P00-P04,block,XVI,"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery",KA0Z,category,19,"Fetus or newborn affected by unspecified maternal factors or by complications of pregnancy, labour or delivery"
P00,category,XVI,Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,KA00.Z,category,19,Fetus or newborn affected by unspecified maternal condition that may be unrelated to present pregnancy
P00.0,category,XVI,Fetus and newborn affected by maternal hypertensive disorders,KA00.0,category,19,Fetus or newborn affected by maternal hypertensive disorders
P00.1,category,XVI,Fetus and newborn affected by maternal renal and urinary tract diseases,KA00.2,category,19,Fetus or newborn affected by maternal renal or urinary tract diseases
P00.2,category,XVI,Fetus and newborn affected by maternal infectious and parasitic diseases,KA00.3,category,19,Fetus or newborn affected by maternal infectious diseases
P00.3,category,XVI,Fetus and newborn affected by other maternal circulatory and respiratory diseases,KA00.Y,category,19,Fetus or newborn affected by other specified maternal condition that may be unrelated to present pregnancy
P00.4,category,XVI,Fetus and newborn affected by maternal nutritional disorders,KA00.6Z,category,19,"Fetus or newborn affected by maternal nutritional disorders, unspecified"
P00.5,category,XVI,Fetus and newborn affected by maternal injury,KA00.8,category,19,Fetus or newborn affected by maternal injury
P00.6,category,XVI,Fetus and newborn affected by surgical procedure on mother,KA00.A,category,19,Fetus or newborn affected by surgical procedure on mother
P00.7,category,XVI,"Fetus and newborn affected by other medical procedures on mother, not elsewhere classified",KA00.Y,category,19,Fetus or newborn affected by other specified maternal condition that may be unrelated to present pregnancy
P00.8,category,XVI,Fetus and newborn affected by other maternal conditions,KA00.Z,category,19,Fetus or newborn affected by unspecified maternal condition that may be unrelated to present pregnancy
P00.9,category,XVI,Fetus and newborn affected by unspecified maternal condition,KA00.Z,category,19,Fetus or newborn affected by unspecified maternal condition that may be unrelated to present pregnancy
P01,category,XVI,Fetus and newborn affected by maternal complications of pregnancy,KA01.Z,category,19,Fetus or newborn affected by unspecified maternal complication of pregnancy
P01.0,category,XVI,Fetus and newborn affected by incompetent cervix,KA01.0,category,19,Fetus or newborn affected by incompetence of cervix uteri
P01.1,category,XVI,Fetus and newborn affected by premature rupture of membranes,KA01.1,category,19,Fetus or newborn affected by premature rupture of membranes
P01.2,category,XVI,Fetus and newborn affected by oligohydramnios,KA01.2,category,19,Fetus or newborn affected by oligohydramnios
P01.3,category,XVI,Fetus and newborn affected by polyhydramnios,KA01.3,category,19,Fetus or newborn affected by polyhydramnios
P01.4,category,XVI,Fetus and newborn affected by ectopic pregnancy,KA01.4,category,19,Fetus or newborn affected by ectopic pregnancy
P01.5,category,XVI,Fetus and newborn affected by multiple pregnancy,KA01.5,category,19,Fetus or newborn affected by multiple pregnancy
P01.6,category,XVI,Fetus and newborn affected by maternal death,KA01.6,category,19,Fetus or newborn affected by maternal death
P01.7,category,XVI,Fetus and newborn affected by malpresentation before labour,KA01.7,category,19,Fetus or newborn affected by malpresentation before labour
P01.8,category,XVI,Fetus and newborn affected by other maternal complications of pregnancy,KA01.Z,category,19,Fetus or newborn affected by unspecified maternal complication of pregnancy
P01.9,category,XVI,"Fetus and newborn affected by maternal complication of pregnancy, unspecified",KA01.Z,category,19,Fetus or newborn affected by unspecified maternal complication of pregnancy
P02,category,XVI,"Fetus and newborn affected by complications of placenta, cord and membranes",KA02.Z,category,19,Fetus or newborn affected by unspecified complication of placenta
P02,category,XVI,"Fetus and newborn affected by complications of placenta, cord and membranes",KA03.Z,category,19,Fetus or newborn affected by unspecified complication of umbilical cord
P02,category,XVI,"Fetus and newborn affected by complications of placenta, cord and membranes",KA04.Z,category,19,Fetus or newborn affected by unspecified abnormality of membranes
P02.0,category,XVI,Fetus and newborn affected by placenta praevia,KA02.0,category,19,Fetus or newborn affected by placenta praevia
P02.1,category,XVI,Fetus and newborn affected by other forms of placental separation and haemorrhage,KA02.Y,category,19,Fetus or newborn affected by other specified complication of placenta
P02.2,category,XVI,Fetus and newborn affected by other and unspecified morphological and functional abnormalities of placenta,KA02.Y,category,19,Fetus or newborn affected by other specified complication of placenta
P02.3,category,XVI,Fetus and newborn affected by placental transfusion syndromes,KA02.4,category,19,Fetus or newborn affected by placental transfusion syndromes
P02.4,category,XVI,Fetus and newborn affected by prolapsed cord,KA03.0,category,19,Fetus or newborn affected by prolapsed cord
P02.5,category,XVI,Fetus and newborn affected by other compression of umbilical cord,KA03.1,category,19,Fetus or newborn affected by other compression of umbilical cord
P02.6,category,XVI,Fetus and newborn affected by other and unspecified conditions of umbilical cord,KA03.Y,category,19,Fetus or newborn affected by other specified complication of umbilical cord
P02.6,category,XVI,Fetus and newborn affected by other and unspecified conditions of umbilical cord,KA03.21,category,19,Fetus or newborn affected by long umbilical cord
P02.6,category,XVI,Fetus and newborn affected by other and unspecified conditions of umbilical cord,KA03.20,category,19,Fetus or newborn affected by short umbilical cord
P02.7,category,XVI,Fetus and newborn affected by chorioamnionitis,KA04.0,category,19,Fetus or newborn affected by chorioamnionitis
P02.8,category,XVI,Fetus and newborn affected by other abnormalities of membranes,KA02.Z,category,19,Fetus or newborn affected by unspecified complication of placenta
P02.8,category,XVI,Fetus and newborn affected by other abnormalities of membranes,KA03.Z,category,19,Fetus or newborn affected by unspecified complication of umbilical cord
P02.8,category,XVI,Fetus and newborn affected by other abnormalities of membranes,KA04.Z,category,19,Fetus or newborn affected by unspecified abnormality of membranes
P02.9,category,XVI,"Fetus and newborn affected by abnormality of membranes, unspecified",KA02.Z,category,19,Fetus or newborn affected by unspecified complication of placenta
P02.9,category,XVI,"Fetus and newborn affected by abnormality of membranes, unspecified",KA03.Z,category,19,Fetus or newborn affected by unspecified complication of umbilical cord
P02.9,category,XVI,"Fetus and newborn affected by abnormality of membranes, unspecified",KA04.Z,category,19,Fetus or newborn affected by unspecified abnormality of membranes
P03,category,XVI,Fetus and newborn affected by other complications of labour and delivery,KA05.Z,category,19,Fetus or newborn affected or suspected to be affected by unspecified complications of labour or delivery
P03.0,category,XVI,Fetus and newborn affected by breech delivery and extraction,KA05.0,category,19,Fetus or newborn affected by breech delivery or extraction
P03.1,category,XVI,"Fetus and newborn affected by other malpresentation, malposition and disproportion during labour and delivery",KA05.1,category,19,"Fetus or newborn affected by other malpresentation, malposition or disproportion during labour or delivery"
P03.2,category,XVI,Fetus and newborn affected by forceps delivery,KA05.2,category,19,Fetus or newborn affected by forceps delivery
P03.3,category,XVI,Fetus and newborn affected by delivery by vacuum extractor [ventouse],KA05.3,category,19,Fetus or newborn affected by delivery by vacuum extractor
P03.4,category,XVI,Fetus and newborn affected by caesarean delivery,KA05.4,category,19,Fetus or newborn affected by caesarean delivery
P03.5,category,XVI,Fetus and newborn affected by precipitate delivery,KA05.5,category,19,Fetus or newborn affected by precipitate delivery
P03.6,category,XVI,Fetus and newborn affected by abnormal uterine contractions,KA05.6,category,19,Fetus or newborn affected by abnormal uterine contractions
P03.8,category,XVI,Fetus and newborn affected by other specified complications of labour and delivery,KA05.Z,category,19,Fetus or newborn affected or suspected to be affected by unspecified complications of labour or delivery
P03.9,category,XVI,"Fetus and newborn affected by complication of labour and delivery, unspecified",KA05.Z,category,19,Fetus or newborn affected or suspected to be affected by unspecified complications of labour or delivery
P04,category,XVI,Fetus and newborn affected by noxious influences transmitted via placenta or breast milk,KA06.Z,category,19,Fetus or newborn affected by unspecified noxious influence transmitted via placenta or breast milk
P04.0,category,XVI,"Fetus and newborn affected by maternal anaesthesia and analgesia in pregnancy, labour and delivery",KA06.0,category,19,"Fetus or newborn affected by maternal anaesthesia or analgesia in pregnancy, labour or delivery"
P04.1,category,XVI,Fetus and newborn affected by other maternal medication,KA06.Y,category,19,Fetus or newborn affected by other specified noxious influence transmitted via placenta or breast milk
P04.2,category,XVI,Fetus and newborn affected by maternal use of tobacco,KA06.1,category,19,Fetus or newborn affected by maternal use of tobacco
P04.3,category,XVI,Fetus and newborn affected by maternal use of alcohol,KA06.2,category,19,Fetus or newborn affected by maternal use of alcohol
P04.4,category,XVI,Fetus and newborn affected by maternal use of drugs of addiction,KA06.3,category,19,Fetus or newborn affected by maternal use of drugs of addiction
P04.5,category,XVI,Fetus and newborn affected by maternal use of nutritional chemical substances,KA06.4,category,19,Fetus or newborn affected by maternal use of nutritional chemical substances
P04.6,category,XVI,Fetus and newborn affected by maternal exposure to environmental chemical substances,KA06.5,category,19,Fetus or newborn affected by maternal exposure to environmental chemical substances
P04.8,category,XVI,Fetus and newborn affected by other maternal noxious influences,KA06.Z,category,19,Fetus or newborn affected by unspecified noxious influence transmitted via placenta or breast milk
P04.9,category,XVI,"Fetus and newborn affected by maternal noxious influence, unspecified",KA06.Z,category,19,Fetus or newborn affected by unspecified noxious influence transmitted via placenta or breast milk
P05-P08,block,XVI,Disorders related to length of gestation and fetal growth,KA2Z,category,19,"Disorders of newborn related to length of gestation or fetal growth, unspecified"
P05,category,XVI,Slow fetal growth and fetal malnutrition,KA20.Z,category,19,"Disorders of newborn related to slow fetal growth or fetal malnutrition, unspecified"
P05.0,category,XVI,Light for gestational age,KA20.Z,category,19,"Disorders of newborn related to slow fetal growth or fetal malnutrition, unspecified"
P05.1,category,XVI,Small for gestational age,KA20.0Z,category,19,"Small for gestational age, unspecified"
P05.2,category,XVI,Fetal malnutrition without mention of light or small for gestational age,KA20.2,category,19,Fetal intrauterine malnutrition without mention of small for gestational age
P05.9,category,XVI,"Slow fetal growth, unspecified",KA20.Z,category,19,"Disorders of newborn related to slow fetal growth or fetal malnutrition, unspecified"
P07,category,XVI,"Disorders related to short gestation and low birth weight, not elsewhere classified",KA21.4,category,19,Preterm newborn
P07.0,category,XVI,Extremely low birth weight,KA21.0Z,category,19,"Extremely low birth weight of newborn, unspecified"
P07.1,category,XVI,Other low birth weight,KA21.2Z,category,19,"Low birth weight of newborn, unspecified"
P07.1,category,XVI,Other low birth weight,KA21.1Z,category,19,"Very low birth weight of newborn, unspecified"
P07.2,category,XVI,Extreme immaturity,KA21.3Z,category,19,"Extreme prematurity of newborn, unspecified"
P07.3,category,XVI,Other preterm infants,KA21.4Z,category,19,"Preterm newborn, unspecified"
P08,category,XVI,Disorders related to long gestation and high birth weight,KA22.2,category,19,Post-term newborn
